Taxa	BMI change per day (kg/m2)_All	BMI change per day (kg/m2)_CEED	BMI change per day (kg/m2)_ACUTE
Frederiksenia canicola	0.845102604753405	0.999988768866776	0.888834019704514
Friedmanniella luteola	0.0709866503807645	0.999988768866776	0.0446320885270533
Friedmanniella sagamiharensis	0.0720613859789585	0.999988768866776	0.0194915778031631
Frischella perrara	0.929190811400504	0.999988768866776	0.94829578121508
Frondihabitans sp. 762G35	0.387978941009684	0.999988768866776	0.199837296859171
Frondihabitans sp. PAMC 28766	0.156043273864875	0.999988768866776	0.0683764308771836
Fuerstia marisgermanicae	0.255606584356083	0.999988768866776	0.193396100099769
Fusarium fujikuroi	0.675106737975375	0.999988768866776	0.585508060137674
Fusarium graminearum	0.988394185392769	0.999988768866776	0.892501174247209
Fusarium oxysporum	0.662995453209712	0.999988768866776	0.638771563689849
Fusarium pseudograminearum	0.988088181702239	0.999988768866776	0.720071142141287
Fusarium venenatum	0.735026576880473	0.999988768866776	0.805349082397424
Fusarium verticillioides	0.430616915531048	0.999988768866776	0.450108711389335
Fusobacterium gonidiaformans	0.802950106407921	0.999988768866776	0.797794935963599
Fusobacterium hwasookii	0.183266467455789	0.999988768866776	0.15020091635792
Fusobacterium mortiferum	0.380868268819269	0.999988768866776	0.354629561750617
Fusobacterium necrophorum	0.696944867647447	0.999988768866776	0.680652049200058
Fusobacterium nucleatum	0.25831690867453	0.999988768866776	0.196072148154821
Fusobacterium periodonticum	0.18588692910015	0.999988768866776	0.239660493770252
Fusobacterium pseudoperiodonticum	0.663596515486773	0.999988768866776	0.618943998948209
Fusobacterium sp. oral taxon 203	0.102984113817122	0.999988768866776	0.119463938388751
Fusobacterium ulcerans	0.9840056570954	0.999988768866776	0.888834019704514
Fusobacterium varium	0.835620273933837	0.999988768866776	0.597404253368297
Gallaecimonas mangrovi	0.0952581042581826	0.999988768866776	0.0941169371147181
Gallibacterium anatis	0.555733928220953	0.999988768866776	0.29098840820678
Gallionella capsiferriformans	0.812589876556265	0.999988768866776	0.614530099825148
Gammaproteobacteria bacterium DM2	0.659327002136476	0.999988768866776	0.756371031878482
Gardnerella vaginalis	0.902242733887141	0.999988768866776	0.950180333258514
Geitlerinema sp. PCC 7407	0.0861480261032107	0.999988768866776	0.0246973081986004
Gemella haemolysans	0.190221009318917	0.999988768866776	0.251373997250749
Gemella morbillorum	0.158997550726474	0.999988768866776	0.0944619851563378
Gemella sanguinis	0.117349054222263	0.999988768866776	0.0873832848227069
Gemella sp. oral taxon 928	0.957017247784535	0.999988768866776	0.880968724037559
Geminocystis herdmanii	0.972798657903928	0.999988768866776	0.86622187074272
Geminocystis sp. NIES-3708	0.522031762595635	0.999988768866776	0.943972215112581
Geminocystis sp. NIES-3709	0.587200638183575	0.999988768866776	0.257273055269422
Gemmata massiliana	0.637229337146985	0.999988768866776	0.243127419610632
Gemmata obscuriglobus	0.125883745737049	0.999988768866776	0.0430385157918992
Gemmata sp. SH-PL17	0.192188507073119	0.999988768866776	0.0895588274974226
Gemmataceae bacterium PX52	0.0889540538460302	0.999988768866776	0.0349168689284156
Gemmatimonas aurantiaca	0.0562015553293112	0.999988768866776	0.026023925686744
Gemmatimonas phototrophica	0.448945700108354	0.999988768866776	0.167298916489616
Gemmatirosa kalamazoonesis	0.051225105537875	0.999988768866776	0.0122939266505792
Gemmobacter sp. HYN0069	0.051225105537875	0.999988768866776	0.0146320682992819
Geoalkalibacter subterraneus	0.0530720272741772	0.999988768866776	0.0163794678204257
Geobacillus genomosp. 3	0.632437976221773	0.999988768866776	0.503816468362671
Geobacillus sp. E263	0.693139388035922	0.999988768866776	0.935281544168744
Geobacillus sp. WCH70	0.47405032603078	0.999988768866776	0.15516504019059
Geobacillus stearothermophilus	0.0412843042584321	0.999988768866776	0.0132569875436064
Geobacillus subterraneus	0.191029338679836	0.999988768866776	0.118508178744981
Geobacillus thermocatenulatus	0.24337901069531	0.999988768866776	0.113836070261922
Geobacillus thermodenitrificans	0.9377912627981	0.999988768866776	0.778936827106
Geobacillus thermoleovorans	0.769441097473376	0.999988768866776	0.596859726838884
Geobacter anodireducens	0.112899751438087	0.999988768866776	0.0401564067524798
Geobacter bemidjiensis	0.322452339763456	0.999988768866776	0.127312660217976
Geobacter daltonii	0.0888878650597712	0.999988768866776	0.0519011602909997
Geobacter lovleyi	0.33879246631683	0.999988768866776	0.319735760453365
Geobacter metallireducens	0.0923875589438361	0.999988768866776	0.0537236817258735
Geobacter pickeringii	0.0418413358443266	0.999988768866776	0.00897502967633587
Geobacter sp. DSM 9736	0.376269637039901	0.999988768866776	0.192041646825753
Geobacter sp. FeAm09	0.140908352021976	0.999988768866776	0.0609454899744642
Geobacter sp. M18	0.235018701548207	0.999988768866776	0.0894860642896595
Geobacter sp. M21	0.0689646075113212	0.999988768866776	0.0206309498212061
Geobacter sulfurreducens	0.222161912284837	0.999988768866776	0.200025849869964
Geobacter uraniireducens	0.122832323411751	0.999988768866776	0.0424676757133767
Geodermatophilus obscurus	0.104279697842343	0.999988768866776	0.06616994195336
Geoglobus acetivorans	0.432550425116987	0.999988768866776	0.496794570989651
Geoglobus ahangari	0.769039422884921	0.999988768866776	0.686973360758403
Georgenia sp. Z294	0.1382348301877	0.999988768866776	0.0478687723157724
Georgenia sp. Z443	0.0362713137855213	0.999988768866776	0.0104349848833283
Georgenia sp. ZLJ0423	0.083687617449101	0.999988768866776	0.0323526305186404
Georhizobium profundi	0.571813996344941	0.999988768866776	0.272486919375217
Geosporobacter ferrireducens	0.874438681133288	0.999988768866776	0.938555276495516
Geovibrio thiophilus	0.766140812662262	0.999988768866776	0.424028952002462
Gibbsiella quercinecans	0.0640629074617356	0.999988768866776	0.0344186776567913
Gilliamella apicola	0.513146707164261	0.999988768866776	0.352331085433796
Gillisia sp. Hel1_33_143	0.341067879729608	0.999988768866776	0.311595088419428
Gilvibacter sp. SZ-19	0.954810468798851	0.999988768866776	0.985592714803566
Gimesia maris	0.723337670464351	0.999988768866776	0.6764863973154
Gimesia sp. E7	0.897081567775834	0.999988768866776	0.450829584966782
Glaciecola nitratireducens	0.718067602285399	0.999988768866776	0.475117607353032
Glaciecola sp. 4H-3-7+YE-5	0.964573104029216	0.999988768866776	0.672418521190358
Glaciecola sp. THG-3.7	0.852834696903082	0.999988768866776	0.962252772585247
Glaesserella parasuis	0.917584195976343	0.999988768866776	0.932781601394988
Glaesserella sp. 15-184	0.561870306529263	0.999988768866776	0.272303764844951
Gloeobacter kilaueensis	0.296010728168531	0.999988768866776	0.10089194917736
Gloeobacter violaceus	0.0516173964824194	0.999988768866776	0.0148004103428483
Gloeocapsa sp. PCC 7428	0.900082345931435	0.999988768866776	0.539742086741708
Gloeomargarita lithophora	0.143770203984438	0.999988768866776	0.0629386078380274
Gloeothece citriformis	0.693155182433487	0.999988768866776	0.782384389768346
Gloeothece verrucosa	0.498173236307771	0.999988768866776	0.598940414723347
Gluconacetobacter diazotrophicus	0.069134548263155	0.999988768866776	0.0409122002682891
Gluconobacter albidus	0.0979378365050512	0.999988768866776	0.0593970474204863
Gluconobacter oxydans	0.387116034240925	0.999988768866776	0.144480316976576
Gluconobacter thailandicus	0.275735183357345	0.999988768866776	0.0985943645418176
Glutamicibacter arilaitensis	0.427549858089263	0.999988768866776	0.197066853706846
Glutamicibacter creatinolyticus	0.0337091795090393	0.999988768866776	0.0113189072817083
Glutamicibacter halophytocola	0.157610915918595	0.999988768866776	0.0460895361340407
Glutamicibacter nicotianae	0.988088181702239	0.999988768866776	0.867470938101049
Glycocaulis alkaliphilus	0.498713189925649	0.999988768866776	0.31711676460901
Gordonia alkanivorans	0.177494728224681	0.999988768866776	0.0415461102182773
Gordonia bronchialis	0.0983952319951581	0.999988768866776	0.0251334718333399
Gordonia insulae	0.311560933298814	0.999988768866776	0.0716788933846827
Gordonia iterans	0.174417962609485	0.999988768866776	0.0228311055950715
Gordonia phthalatica	0.0509076834832174	0.999988768866776	0.0284066230615023
Gordonia polyisoprenivorans	0.0793678500534897	0.999988768866776	0.024532653591169
Gordonia rubripertincta	0.296010728168531	0.999988768866776	0.0680882772869094
Gordonia sp. 1D	0.717940141101496	0.999988768866776	0.509271497688192
Gordonia sp. HY186	0.705162103210861	0.999988768866776	0.439563724224167
Gordonia sp. JH63	0.163790406481741	0.999988768866776	0.0592675368265214
Gordonia sp. KTR9	0.0878253128188429	0.999988768866776	0.0282835747345563
Gordonia sp. YC-JH1	0.0693065770201067	0.999988768866776	0.0219667516100941
Gordonia terrae	0.0705159999158392	0.999988768866776	0.015820732421883
Gordonibacter pamelaeae	0.0874747983994944	0.999988768866776	0.0551575136324995
Gordonibacter urolithinfaciens	0.248558988896253	0.999988768866776	0.117822429826402
Gottschalkia acidurici	0.926658906594236	0.999988768866776	0.966325719751778
Gracilibacillus sp. SCU50	0.733514897722419	0.999988768866776	0.794008766675157
Gramella flava	0.925713253155492	0.999988768866776	0.71294528818643
Gramella forsetii	0.294770834611218	0.999988768866776	0.535449105660773
Gramella fulva	0.0709866503807645	0.999988768866776	0.27648818923589
Gramella salexigens	0.805893517776902	0.999988768866776	0.82489598607426
Gramella sp. MAR_2010_102	0.610404231136491	0.999988768866776	0.627811576004405
Gramella sp. MAR_2010_147	0.984551046902083	0.999988768866776	0.678179577759121
Granulibacter bethesdensis	0.139528107467606	0.999988768866776	0.0875911388437607
Granulicella mallensis	0.419983831627657	0.999988768866776	0.171686940425395
Granulicella sp. WH15	0.178034111229769	0.999988768866776	0.0830914133439358
Granulicella tundricola	0.576489498375122	0.999988768866776	0.342783572169811
Granulosicoccus antarcticus	0.745260183611232	0.999988768866776	0.730940994795929
Grimontia hollisae	0.135225369592515	0.999988768866776	0.0800096551009355
Gryllotalpicola sp. 2DFW10M-5	0.104279697842343	0.999988768866776	0.0519324511317234
Gudongella oleilytica	0.62087932747942	0.999988768866776	0.51636298620118
Guyparkeria halophila	0.119913832739455	0.999988768866776	0.050042938866605
Gynuella sunshinyii	0.975663339534779	0.999988768866776	0.96537837730857
Haematobacter massiliensis	0.285348852769463	0.999988768866776	0.0902778184845029
Haematospirillum jordaniae	0.181453590354827	0.999988768866776	0.0734340445306944
Haemophilus haemolyticus	0.898407584957464	0.999988768866776	0.863030491976753
Haemophilus influenzae	0.805736684358766	0.999988768866776	0.845188623803395
Haemophilus parahaemolyticus	0.210543761542844	0.999988768866776	0.227716850614939
Haemophilus parainfluenzae	0.95503746905557	0.999988768866776	0.924497334955702
Haemophilus pittmaniae	0.908668227617806	0.999988768866776	0.860910095613807
Haemophilus sp. oral taxon 036	0.722158250763018	0.999988768866776	0.602443697042705
Hafnia alvei	0.690791225157931	0.999988768866776	0.732647833935852
Hafnia paralvei	0.744197860738187	0.999988768866776	0.669877027865778
Hahella chejuensis	0.216975582723123	0.999988768866776	0.0630538078597567
Hahella sp. KA22	0.13466597702592	0.999988768866776	0.0792783577849183
Halalkaliarchaeum desulfuricum	0.0680564688916002	0.999988768866776	0.015119312805954
Halalkalicoccus jeotgali	0.0751716708095285	0.999988768866776	0.0360778160700913
Halanaeroarchaeum sulfurireducens	0.480328253009267	0.999988768866776	0.249601486512103
Halanaerobium hydrogeniformans	0.481284502483286	0.999988768866776	0.730106643049531
Halanaerobium praevalens	0.873157988991526	0.999988768866776	0.759478776372363
Halapricum salinum	0.102984113817122	0.999988768866776	0.0150035635569718
Halarcobacter bivalviorum	0.91362895771461	0.999988768866776	0.884053314738447
Haliangium ochraceum	0.212860588296775	0.999988768866776	0.109362689044969
Halieaceae bacterium IMCC3088	0.0914280942988394	0.999988768866776	0.0378252759327116
Halioglobus japonicus	0.136903536393718	0.999988768866776	0.028670658716795
Halioglobus maricola	0.192070556017414	0.999988768866776	0.0947544481485127
Halioglobus pacificus	0.500818502071451	0.999988768866776	0.33395919651935
Haliscomenobacter hydrossis	0.247855431404676	0.999988768866776	0.118099403784893
Haloactinobacterium sp. HY164	0.0391295295653272	0.999988768866776	0.00897502967633587
Haloarcula marismortui	0.192980416351994	0.999988768866776	0.0478687723157724
Haloarcula sp. JP-L23	0.0562015553293112	0.999988768866776	0.0212030830501869
Haloarcula taiwanensis	0.0602126140089451	0.999988768866776	0.0344186776567913
Haloarculaceae archaeon HArcel1	0.396637129776108	0.999988768866776	0.289772780558389
Halobacillus halophilus	0.931898732621061	0.999988768866776	0.910857446379272
Halobacillus litoralis	0.52307505747742	0.999988768866776	0.197577990002233
Halobacillus mangrovi	0.869587897545642	0.999988768866776	0.981379545936584
Halobacteriaceae archaeon HD8-45	0.411431068686805	0.999988768866776	0.232892991918252
Halobacteriovorax marinus	0.280523938933598	0.999988768866776	0.401130733280831
Halobacteriovorax sp. BALOs_7	0.744179051057788	0.999988768866776	0.854520560694836
Halobacterium hubeiense	0.234495666754126	0.999988768866776	0.0535020419074316
Halobacterium salinarum	0.077665037421794	0.999988768866776	0.0101921043266006
Halobacterium sp. DL1	0.0923875589438361	0.999988768866776	0.0151330733761311
Halobacteroides halobius	0.678613448320658	0.999988768866776	0.809231794595646
Halobellus limi	0.508687190311139	0.999988768866776	0.292182675902
Halobiforma lacisalsi	0.204518578261952	0.999988768866776	0.0313933705048492
Halocella sp. SP3-1	0.802619627842906	0.999988768866776	0.810262324172669
Halocynthiibacter arcticus	0.970985693211337	0.999988768866776	0.584990514131582
Halodesulfurarchaeum formicicum	0.0732923211667477	0.999988768866776	0.0102313422755857
Haloferax gibbonsii	0.176960841783866	0.999988768866776	0.0398664678836482
Haloferax mediterranei	0.58464578913117	0.999988768866776	0.471538816231607
Haloferax volcanii	0.260371735149209	0.999988768866776	0.110727280930084
Halogeometricum borinquense	0.603232083868241	0.999988768866776	0.28119091431621
Halohasta litchfieldiae	0.184683292171162	0.999988768866776	0.121010043237553
Halomicrobium mukohataei	0.491210078103213	0.999988768866776	0.236899005781798
Halomicrobium sp. LC1Hm	0.0648704178435664	0.999988768866776	0.01971622327767
Halomicronema hongdechloris	0.866518604209311	0.999988768866776	0.953608825276885
Halomonas aestuarii	0.0362713137855213	0.999988768866776	0.00807945354483074
Halomonas beimenensis	0.0479090086547046	0.999988768866776	0.0179016983789174
Halomonas chromatireducens	0.0337091795090393	0.999988768866776	0.00835684396473037
Halomonas elongata	0.0668924935397964	0.999988768866776	0.0390900085198286
Halomonas huangheensis	0.192687491406157	0.999988768866776	0.130368759278384
Halomonas hydrothermalis	0.447360390617957	0.999988768866776	0.216880247438406
Halomonas meridiana	0.266204485500685	0.999988768866776	0.181041694687775
Halomonas socia	0.048725284176626	0.999988768866776	0.0146320682992819
Halomonas sp. 1513	0.109236356583271	0.999988768866776	0.0475475094613576
Halomonas sp. A3H3	0.447360390617957	0.999988768866776	0.0713471130474054
Halomonas sp. AM6	0.812589876556265	0.999988768866776	0.893601763922493
Halomonas sp. BC-M4-5	0.328808914561318	0.999988768866776	0.18385693880175
Halomonas sp. GFAJ-1	0.131533067615046	0.999988768866776	0.0500379883158873
Halomonas sp. GT	0.372882790344048	0.999988768866776	0.265501769447227
Halomonas sp. HL-93	0.236069204697503	0.999988768866776	0.0610465513490742
Halomonas sp. JS92-SW72	0.0522220818440116	0.999988768866776	0.0260683369286624
Halomonas sp. KO116	0.913658290187643	0.999988768866776	0.817008917599427
Halomonas sp. N3-2A	0.592414163911591	0.999988768866776	0.196893197210033
Halomonas sp. NBT06E8	0.866518604209311	0.999988768866776	0.74024444852912
Halomonas sp. PA16-9	0.209967121780487	0.999988768866776	0.116906160074718
Halomonas sp. SF2003	0.0847140061364627	0.999988768866776	0.0207573736593346
Halomonas sp. THAF12	0.0304853971330496	0.999988768866776	0.0057576673717741
Halomonas sp. THAF5a	0.044992665783207	0.999988768866776	0.00793243963426738
Halomonas sp. Y2R2	0.0766078124654175	0.999988768866776	0.0173752713496196
Halomonas subglaciescola	0.156961089499893	0.999988768866776	0.0723485765610118
Halomonas titanicae	0.62087932747942	0.999988768866776	0.641550666859574
Halomonas venusta	0.975663339534779	0.999988768866776	0.697334462195033
Halopenitus persicus	0.140908352021976	0.999988768866776	0.0629386078380274
Halopiger xanaduensis	0.0742228214675998	0.999988768866776	0.0104349848833283
Haloplanus aerogenes	0.529932709040843	0.999988768866776	0.39495836002802
Haloplanus rallus	0.988609537140181	0.999988768866776	0.616689507173795
Haloprofundus sp. MHR1	0.519972745673886	0.999988768866776	0.662915289001835
Haloquadratum walsbyi	0.555251540725236	0.999988768866776	0.530276095711728
Halorhabdus sp. CBA1104	0.43268668337042	0.999988768866776	0.267954038708161
Halorhabdus tiamatea	0.0391295295653272	0.999988768866776	0.0108762944581614
Halorhabdus utahensis	0.316619352538184	0.999988768866776	0.262596311761768
Halorhodospira halochloris	0.16048625985164	0.999988768866776	0.156310657126088
Halorhodospira halophila	0.0423670697831906	0.999988768866776	0.00926144448338799
Halorientalis sp. IM1011	0.104279697842343	0.999988768866776	0.0146320682992819
Halorubrum ezzemoulense	0.0669281326807927	0.999988768866776	0.00644162771365424
Halorubrum lacusprofundi	0.0792066250084018	0.999988768866776	0.0173752713496196
Halorubrum sp. BOL3-1	0.0730000368792356	0.999988768866776	0.00915731413741266
Halorubrum sp. PV6	0.518366631446828	0.999988768866776	0.178891467125856
Halorubrum trapanicum	0.356210555685383	0.999988768866776	0.116377838797229
Halorussus sp. RC-68	0.0751346008953493	0.999988768866776	0.0156116205971114
Halorussus sp. ZS-3	0.0799148814846583	0.999988768866776	0.0272039447330716
Halostagnicola larsenii	0.817843947861969	0.999988768866776	0.625176818779313
Halostella pelagica	0.031447186605687	0.999988768866776	0.0057576673717741
Halotalea alkalilenta	0.3352409012744	0.999988768866776	0.253188239408009
Haloterrigena daqingensis	0.0751716708095285	0.999988768866776	0.0530867434444028
Haloterrigena turkmenica	0.223004903174272	0.999988768866776	0.0775062928318963
Halothece sp. PCC 7418	0.447360390617957	0.999988768866776	0.477393095878526
Halothermothrix orenii	0.969932612352183	0.999988768866776	0.835273908632315
Halothiobacillus neapolitanus	0.719254620659452	0.999988768866776	0.540950973717607
Halothiobacillus sp. LS2	0.0376031652167364	0.999988768866776	0.00835684396473037
Halovivax ruber	0.0640629074617356	0.999988768866776	0.021622705569394
Halovulum dunhuangense	0.103014575650187	0.999988768866776	0.033275413209776
Hartmannibacter diazotrophicus	0.0751716708095285	0.999988768866776	0.0344186776567913
Hathewaya histolytica	0.523829421489814	0.999988768866776	0.261284495495367
Helicobacter apodemus	0.568288518503114	0.999988768866776	0.650037093621055
Helicobacter bilis	0.674536311735716	0.999988768866776	0.805349082397424
Helicobacter bizzozeronii	0.417796857765932	0.999988768866776	0.381825487789763
Helicobacter canadensis	0.918088035348302	0.999988768866776	0.583743775036114
Helicobacter canis	0.722744054592311	0.999988768866776	0.623791895958008
Helicobacter cetorum	0.895552909797841	0.999988768866776	0.747461594712124
Helicobacter cholecystus	0.91608859854869	0.999988768866776	0.905367228719257
Helicobacter cinaedi	0.739424775193472	0.999988768866776	0.31145001877058
Helicobacter felis	0.0543507172025905	0.999988768866776	0.0264037111890435
Helicobacter hepaticus	0.560268454587483	0.999988768866776	0.616937660996098
Helicobacter himalayensis	0.446489122560413	0.999988768866776	0.32514433852308
Helicobacter mustelae	0.779986415709485	0.999988768866776	0.567929321384956
Helicobacter pullorum	0.417526486067231	0.999988768866776	0.661520495792034
Helicobacter pylori	0.959255898188696	0.999988768866776	0.955523955002977
Helicobacter sp. MIT 01-6242	0.484811595517415	0.999988768866776	0.249601486512103
Helicobacter suis	0.163128438100431	0.999988768866776	0.0894170905273217
Helicobacter typhlonius	0.352998147464581	0.999988768866776	0.24830459388217
Heliobacterium modesticaldum	0.104279697842343	0.999988768866776	0.0288002770258477
Heliorestis convoluta	0.495250792930756	0.999988768866776	0.448272107080842
Herbaspirillum hiltneri	0.409484213854207	0.999988768866776	0.246423465939364
Herbaspirillum huttiense	0.200927355704619	0.999988768866776	0.0986100989930295
Herbaspirillum robiniae	0.0297056669613635	0.999988768866776	0.0054480595221126
Herbaspirillum rubrisubalbicans	0.227222037687413	0.999988768866776	0.249601486512103
Herbaspirillum seropedicae	0.10882722843105	0.999988768866776	0.0698900852195166
Herbaspirillum sp. meg3	0.281071336445851	0.999988768866776	0.0681688879733876
Herbinix luporum	0.257877569785355	0.999988768866776	0.328037253244374
Herminiimonas arsenicoxydans	0.0904339821327725	0.999988768866776	0.0187441502161377
Herminiimonas arsenitoxidans	0.266542232612836	0.999988768866776	0.107037371257101
Hippea maritima	0.563302269893817	0.999988768866776	0.829509398231969
Hirschia baltica	0.893044778251585	0.999988768866776	0.906192831292788
Histophilus somni	0.44248411403002	0.999988768866776	0.616635878102053
Hoeflea phototrophica	0.13466597702592	0.999988768866776	0.0733130966594932
Hoeflea sp. IMCC20628	0.307775024823189	0.999988768866776	0.0674272369547359
Hoyosella subflava	0.858834514626446	0.999988768866776	0.925925520258896
Humibacter sp. BT305	0.691152123884263	0.999988768866776	0.579803500767175
Humibacter sp. WJ7-1	0.221382256038079	0.999988768866776	0.171020198240736
Hungateiclostridium clariflavum	0.998125980015293	0.999988768866776	0.898259226784277
Hungateiclostridium saccincola	0.40412894785313	0.999988768866776	0.45560131712765
Hungateiclostridium thermocellum	0.983356320099438	0.999988768866776	0.941238464452901
Hungatella hathewayi	0.812661176802567	0.999988768866776	0.778885009236703
Hydrocarboniclastica marina	0.0924259730857486	0.999988768866776	0.0469718017333242
Hydrogenobacter thermophilus	0.596159797433534	0.999988768866776	0.257024659890393
Hydrogenobaculum sp. Y04AAS1	0.900082345931435	0.999988768866776	0.90756126002823
Hydrogenophaga crassostreae	0.0491329470364766	0.999988768866776	0.00897502967633587
Hydrogenophaga pseudoflava	0.166425318381407	0.999988768866776	0.0581658990931172
Hydrogenophaga sp. BA0156	0.0337091795090393	0.999988768866776	0.00807945354483074
Hydrogenophaga sp. BPS33	0.0454488607204902	0.999988768866776	0.0113863826959213
Hydrogenophaga sp. NH-16	0.125883745737049	0.999988768866776	0.0507334744553666
Hydrogenophaga sp. PAMC20947	0.109673425943707	0.999988768866776	0.0490066597063414
Hydrogenophaga sp. PBC	0.106374560677469	0.999988768866776	0.0374588871629018
Hydrogenophaga sp. PBL-H3	0.031447186605687	0.999988768866776	0.00590580823678692
Hydrogenophaga sp. RAC07	0.611508616727006	0.999988768866776	0.348087203776052
Hydrogenophilus thermoluteolus	0.897081567775834	0.999988768866776	0.661520495792034
Hydrogenovibrio crunogenus	0.913109191150329	0.999988768866776	0.955523955002977
Hydrogenovibrio thermophilus	0.91195081719321	0.999988768866776	0.231226010010507
Hylemonella gracilis	0.0395055692210669	0.999988768866776	0.0110075594838478
Hymenobacter jejuensis	0.163128438100431	0.999988768866776	0.03231069732393
Hymenobacter nivis	0.0461109714043739	0.999988768866776	0.0114162905956682
Hymenobacter oligotrophus	0.0428275323032813	0.999988768866776	0.00806089882905246
Hymenobacter sedentarius	0.0337091795090393	0.999988768866776	0.00897502967633587
Hymenobacter sp. 17J36-26	0.881446452837687	0.999988768866776	0.597490025036056
Hymenobacter sp. APR13	0.130987117943072	0.999988768866776	0.0267844315802933
Hymenobacter sp. BRD72	0.0908157469904657	0.999988768866776	0.0334359407904969
Hymenobacter sp. BT18	0.655157545025273	0.999988768866776	0.39175431363056
Hymenobacter sp. BT182	0.240893722628348	0.999988768866776	0.0984465204108163
Hymenobacter sp. DG01	0.0878549439000426	0.999988768866776	0.0262746569939574
Hymenobacter sp. DG25A	0.702374844476808	0.999988768866776	0.518883891829164
Hymenobacter sp. DG25B	0.809699775351546	0.999988768866776	0.432546529243236
Hymenobacter sp. HDW8	0.46147417415515	0.999988768866776	0.288427073105682
Hymenobacter sp. PAMC 26554	0.193077663822052	0.999988768866776	0.100546077254742
Hymenobacter sp. PAMC 26628	0.0511065373582693	0.999988768866776	0.00976839109459363
Hymenobacter swuensis	0.0395055692210669	0.999988768866776	0.0114162905956682
Hypericibacter adhaerens	0.167230203639946	0.999988768866776	0.0636082075499405
Hypericibacter terrae	0.0648988692440523	0.999988768866776	0.0138434475295253
Hyphomicrobium denitrificans	0.0641003834579068	0.999988768866776	0.0234837671631525
Hyphomicrobium nitrativorans	0.467297332243748	0.999988768866776	0.100053818463863
Hyphomicrobium sp. MC1	0.0902923149279656	0.999988768866776	0.018338942911431
Hyphomonas neptunium	0.0618993913568446	0.999988768866776	0.0160372525677809
Hyphomonas sp. CACIAM 19H1	0.125883745737049	0.999988768866776	0.0245095932412872
Hyphomonas sp. Mor2	0.0362713137855213	0.999988768866776	0.0108061193896268
Iamiaceae bacterium SCSIO 58843	0.122832323411751	0.999988768866776	0.0390900085198286
Ichthyobacterium seriolicida	0.514394064244638	0.999988768866776	0.184748581135471
Idiomarina andamanensis	0.465583454671706	0.999988768866776	0.795317714907752
Idiomarina loihiensis	0.772475324315601	0.999988768866776	0.4337437099818
Idiomarina piscisalsi	0.526413520334819	0.999988768866776	0.752822242307676
Idiomarina sp. OT37-5b	0.529609175318288	0.999988768866776	0.231640577601637
Idiomarina sp. X4	0.20405332303505	0.999988768866776	0.110315054578555
Idiomarinaceae bacterium HL-53	0.424660869075828	0.999988768866776	0.244862520496413
Ignavibacterium album	0.973399103948334	0.999988768866776	0.922420886993032
Ilumatobacter coccineus	0.0599392595127905	0.999988768866776	0.0239258591869793
Ilyobacter polytropus	0.941258558083797	0.999988768866776	0.975481826460017
Immundisolibacter cernigliae	0.0793678500534897	0.999988768866776	0.03213682543667
Indioceanicola profundi	0.0403791136407325	0.999988768866776	0.015119312805954
Inhella inkyongensis	0.189641039561996	0.999988768866776	0.0871536117010589
Intestinibaculum porci	0.745260183611232	0.999988768866776	0.940238011673787
Intestinimonas butyriciproducens	0.0366419677145353	0.999988768866776	0.0057576673717741
Intrasporangium calvum	0.442533812854059	0.999988768866776	0.40810902910273
Iodobacter sp. H11R3	0.249063923219833	0.999988768866776	0.0896475210826148
Isoptericola dokdonensis	0.0720613859789585	0.999988768866776	0.0246973081986004
Isoptericola variabilis	0.0337091795090393	0.999988768866776	0.00835684396473037
Isosphaera pallida	0.0667113406230204	0.999988768866776	0.0109574782582012
Izhakiella sp. KSNA2	0.134531482875495	0.999988768866776	0.14385056363947
Janibacter indicus	0.0512829180126799	0.999988768866776	0.0139823002772022
Janibacter limosus	0.226318481984655	0.999988768866776	0.14385056363947
Janibacter melonis	0.225355114376655	0.999988768866776	0.0343276663668153
Jannaschia sp. CCS1	0.46147417415515	0.999988768866776	0.55209803333333
Janthinobacterium agaricidamnosum	0.0904762503636781	0.999988768866776	0.0304565840341922
Janthinobacterium sp. 17J80-10	0.306251480502959	0.999988768866776	0.177032304847216
Janthinobacterium sp. 1_2014MBL_MicDiv	0.0762929711759974	0.999988768866776	0.0298860659553745
Janthinobacterium sp. B9-8	0.212860588296775	0.999988768866776	0.134325449167449
Janthinobacterium sp. LM6	0.396162669367303	0.999988768866776	0.31112384719511
Janthinobacterium sp. Marseille	0.951988510349533	0.999988768866776	0.698988451669881
Janthinobacterium sp. SNU WT3	0.285163464372457	0.999988768866776	0.0796499893571868
Janthinobacterium svalbardensis	0.0673191573641932	0.999988768866776	0.0104349848833283
Jatrophihabitans sp. GAS493	0.490351132463622	0.999988768866776	0.225904426554291
Jeongeupia sp. USM3	0.173183960496363	0.999988768866776	0.0770055812237621
Jeotgalibaca arthritidis	0.451474671228527	0.999988768866776	0.532898550151068
Jeotgalibaca dankookensis	0.901931382762527	0.999988768866776	0.899610263892523
Jeotgalibaca porci	0.446023892251131	0.999988768866776	0.36995153621316
Jeotgalibaca sp. H21T32	0.637522821780767	0.999988768866776	0.596999670188609
Jeotgalibaca sp. PTS2502	0.756772228680735	0.999988768866776	0.756185549487403
Jeotgalibacillus malaysiensis	0.831944008709443	0.999988768866776	0.896461898819681
