Species	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
Mycoplasma anserisalpingitidis	2.646608028	0.008815961	0.038042789	3.335398387	0.001064569	0.009731706	0.895206808	0.373503087	0.786386718	1.855810964	0.066592265	0.685923843	1.378553901	0.173692342	0.739756351	0.001177777	0.999067582	0.999967035	1.927292591	0.058665128	0.091080615	3.013305121	0.003745805	0.016967549	1.188432295	0.241185524	0.850407114
Mycoplasma arginini	2.936074244	0.003738541	0.022462702	3.647555708	0.000361297	0.005318377	1.45603124	0.149502762	0.692933644	0.444879292	0.657554297	0.941632966	1.567552624	0.12140925	0.683680457	1.265435036	0.214852234	0.999967035	4.16044631	8.98E-05	0.002647541	4.100047638	0.000107233	0.003250348	0.865088232	0.391791166	0.859063901
Mycoplasma bovigenitalium	1.792114813	0.074716456	0.158721728	3.436258947	0.000745895	0.007916189	2.485138989	0.015148474	0.473545308	0.731809531	0.466168133	0.897343419	1.541984923	0.128160888	0.69193174	1.046678907	0.303089697	0.999967035	1.59666039	0.116175906	0.157874251	2.898176005	0.005319581	0.020686957	2.392994484	0.021149574	0.842902568
Mycoplasma bovirhinis	2.173387868	0.030999834	0.087727637	3.904790238	0.000136824	0.002936164	1.856968282	0.067190384	0.636191064	0.64787199	0.518788103	0.915372786	2.368503431	0.020599427	0.436990896	2.029074014	0.050838444	0.999967035	2.716890154	0.00823566	0.022727805	3.608286455	0.000577901	0.006677706	0.772208544	0.444214553	0.866663064
Mycoplasma bovis	1.751840586	0.081453726	0.168234786	3.411880802	0.000817731	0.008278598	2.379900235	0.019825447	0.511820197	-0.252335816	0.801298288	0.967047484	2.28077285	0.026380312	0.475707309	2.514465313	0.017143842	0.829224973	1.724813795	0.089091997	0.126463764	2.082185286	0.04154708	0.07494926	1.020179449	0.313349043	0.853998896
Mycoplasma californicum	1.324381654	0.186982594	0.301231669	2.245213687	0.026099417	0.072205355	1.578969255	0.118496513	0.672129934	-0.100279818	0.920332045	0.985588729	1.110984074	0.27065622	0.80172362	1.464713143	0.152755592	0.999967035	2.033374708	0.045691282	0.075267381	2.381260789	0.020059718	0.045047237	0.908939303	0.36844872	0.854019841
Mycoplasma canadense	1.227422229	0.22125946	0.342456162	2.15139164	0.033036387	0.084654788	1.203853964	0.232382226	0.730653319	0.472937288	0.637748973	0.939965205	1.316190086	0.193507852	0.757406084	0.577104666	0.567907007	0.999967035	1.197022504	0.23525547	0.282713493	1.69609024	0.094333213	0.137360229	1.082345338	0.28513152	0.850407114
Mycoplasma canis	3.845132788	0.000167539	0.003351566	4.57850154	9.75E-06	0.000621205	0.927781174	0.356458277	0.783843758	2.356471066	0.021183791	0.505438773	3.1970691	0.002136911	0.224093369	0.858506648	0.396997962	0.999967035	3.30950263	0.001441386	0.008250489	3.630988063	0.000527201	0.006484098	0.499908165	0.619688441	0.910095159
Mycoplasma capricolum	1.949800245	0.052771473	0.123809138	2.87953673	0.004530461	0.023599161	0.945251844	0.347525888	0.775411034	0.32665085	0.744910447	0.958238454	1.92536353	0.059480405	0.585869392	1.536541922	0.134235448	0.999967035	2.113029904	0.038138013	0.065678572	2.094562217	0.040492038	0.073427323	0.060787488	0.951810113	0.98861443
Mycoplasma citelli	2.727714245	0.007041017	0.033192514	3.229042164	0.001551488	0.012351544	1.160026537	0.249669254	0.736671481	1.091530413	0.278982345	0.854248311	1.600592738	0.115162987	0.672591776	0.848397588	0.40251846	0.999967035	3.42053374	0.000980586	0.006795634	3.583791733	0.000618698	0.006960977	0.814496506	0.419848678	0.862349945
Mycoplasma cloacale	2.965213438	0.003439519	0.021278245	3.659854469	0.000343851	0.005179204	0.870624076	0.386701171	0.78852115	0.318449027	0.751072526	0.958319425	1.182329699	0.241778771	0.785851703	0.624940177	0.536441507	0.999967035	4.066294497	0.000116202	0.002884163	4.383563581	4.14E-05	0.002323316	0.598130517	0.552890428	0.896954173
Mycoplasma columbinum	1.592471191	0.112951103	0.212146281	2.651306436	0.00878246	0.036701437	1.396243363	0.166706186	0.695015529	1.02947243	0.306307332	0.858137965	1.969071914	0.053523479	0.574292459	1.064083059	0.295255021	0.999967035	1.380674983	0.17289366	0.218247323	1.887121008	0.064636186	0.103949051	0.913476091	0.366085892	0.853998896
Mycoplasma columborale	1.235212031	0.218305623	0.338733292	1.50391853	0.134863929	0.222373776	0.985171202	0.327666017	0.768543086	-0.944406794	0.347879649	0.87444937	0.525245475	0.601902176	0.90307024	1.053916813	0.299814051	0.999967035	2.162575281	0.034769003	0.061502542	1.710782544	0.09181227	0.134918793	0.329489579	0.743385334	0.945910185
Mycoplasma crocodyli	1.054821394	0.292853617	0.41928913	1.07149089	0.285504986	0.388930567	0.333382788	0.739763379	0.928127508	1.056144334	0.294091299	0.854248311	1.00786238	0.317626823	0.821735325	-0.187082826	0.852776822	0.999967035	0.328732577	0.743634548	0.772257253	0.351821926	0.726301786	0.753834795	0.657064666	0.514641005	0.878930306
Mycoplasma cynos	-0.237052794	0.812879718	0.867150264	0.90613131	0.366290722	0.469737848	1.161038275	0.24926012	0.736671481	-1.747758484	0.084711445	0.688860986	-0.121667339	0.903580768	0.978842149	1.339422805	0.189869205	0.999967035	1.459876903	0.149022939	0.193295098	1.684628605	0.096589415	0.13965764	0.398498378	0.692234785	0.929418583
Mycoplasma dispar	1.900749257	0.058864997	0.133446839	3.174195911	0.001804756	0.01336722	1.396917286	0.16650415	0.695015529	0.575989632	0.566213155	0.924763356	1.116766686	0.268830444	0.800299737	0.433194177	0.667779808	0.999967035	1.571025159	0.121414583	0.163791809	2.760060005	0.00765004	0.025387021	1.494767634	0.142278237	0.84843959
Mycoplasma edwardii	1.382618822	0.168450833	0.279811635	1.925882222	0.055838611	0.120058415	0.774924683	0.440788559	0.805094581	0.326036089	0.745253785	0.958238454	1.263958019	0.210154795	0.773735184	0.477326146	0.636374006	0.999967035	1.191108876	0.237716913	0.285239768	1.243596433	0.218025555	0.266913224	0.604256964	0.548847932	0.895055359
Mycoplasma felis	0.892926972	0.373033251	0.497073103	2.747444961	0.00667539	0.030739335	2.24232665	0.027856249	0.562772463	0.696367118	0.488154946	0.90515131	1.64036916	0.106079149	0.659033081	1.021995889	0.314447373	0.999967035	1.387743397	0.170070628	0.215228134	2.849823998	0.005899316	0.021829824	2.132826889	0.038688347	0.84843959
Mycoplasma flocculare	2.518376309	0.012626962	0.047806986	2.904448424	0.004162719	0.022418986	1.039212696	0.302000762	0.765032423	1.309706842	0.193850275	0.814086622	2.135425384	0.035716026	0.5159223	1.165687996	0.252356002	0.999967035	1.941268636	0.058084668	0.090379223	1.944010754	0.056782098	0.09426371	0.539466244	0.592347856	0.906725728
Mycoplasma gallinaceum	1.185732478	0.237282394	0.360135321	2.475428849	0.014420371	0.050114664	1.445015507	0.152564201	0.695015529	-0.607930561	0.545189695	0.92320401	0.787606586	0.434435648	0.867522115	1.047913993	0.302528979	0.999967035	2.100267796	0.039487349	0.067516487	2.708770897	0.008586224	0.027347983	0.999272481	0.32325304	0.853998896
Mycoplasma gallisepticum	3.01362771	0.002951058	0.019094272	3.700116861	0.000302347	0.004740665	0.744566159	0.458830187	0.817364801	1.51625192	0.133867793	0.755367708	1.89781638	0.063052078	0.600929191	0.34042191	0.735763566	0.999967035	2.893870209	0.005125453	0.016735189	3.418471708	0.00107428	0.009041725	0.746595782	0.459370374	0.866663064
Mycoplasma gallopavonis	2.924528783	0.00387739	0.022974982	3.996565475	9.85E-05	0.002410551	1.590109	0.11596174	0.670533588	1.873132718	0.064619291	0.685923843	2.523615215	0.014280465	0.396922665	0.618378185	0.540702983	0.999967035	2.263348672	0.026778634	0.050658831	3.049310715	0.003272849	0.015682232	1.688812581	0.098495505	0.84843959
Mycoplasma glycophilum	1.427888403	0.155027366	0.262295922	2.940417641	0.003783956	0.021394944	0.985954845	0.327283822	0.768543086	0.432098542	0.66696915	0.942131	1.589843058	0.117711865	0.675187188	0.854627125	0.399110867	0.999967035	1.681858347	0.097369417	0.136145716	2.619107963	0.010989583	0.03152654	0.54428052	0.58905991	0.906711818
Mycoplasma hominis	2.914056219	0.004012403	0.023351765	3.163651158	0.001870397	0.013660534	0.765603035	0.44628372	0.808787645	1.506113006	0.136169965	0.760391065	1.549348964	0.127450307	0.69193174	0.289147197	0.774333794	0.999967035	2.06816932	0.042861148	0.071667347	2.306070452	0.024924199	0.05194177	0.757950355	0.452614823	0.866663064
Mycoplasma hyopneumoniae	1.988954987	0.048193498	0.116714361	2.156786526	0.032606696	0.083783762	0.180859476	0.856959316	0.965386173	-0.020666215	0.983560103	0.996664867	-0.34505697	0.731314107	0.941980025	-0.345504479	0.731976185	0.999967035	2.756223025	0.007403619	0.02120006	3.367120976	0.001253808	0.009687306	0.547652421	0.586762248	0.90669528
Mycoplasma hyorhinis	1.263620933	0.20795031	0.326600658	3.085803731	0.002404463	0.016081836	1.74038674	0.085838642	0.658891444	-0.687993416	0.49353767	0.905835983	1.187165011	0.240179913	0.785851703	1.6050731	0.118302916	0.999967035	2.388527905	0.019963631	0.041168474	3.277247058	0.001695522	0.011315439	0.877082687	0.385315794	0.858619192
Mycoplasma hyosynoviae	1.791293233	0.074860136	0.15880635	2.739650037	0.00683144	0.031096761	1.432576022	0.156079569	0.695015529	1.114085304	0.268798461	0.85158483	2.640020136	0.010355274	0.353095795	1.028165271	0.311581457	0.999967035	1.180696908	0.242664235	0.290111382	1.318963533	0.192259101	0.239913804	0.984192733	0.330526365	0.853998896
Mycoplasma iowae	1.758142709	0.080391125	0.166783827	3.245363844	0.001424357	0.01162493	1.693323792	0.094489177	0.66788956	0.679662481	0.499094642	0.906169525	1.996959232	0.050392559	0.571791857	1.041865846	0.305281683	0.999967035	2.115014116	0.038551384	0.066275469	2.87496598	0.005587405	0.021255852	1.330930956	0.190226106	0.84843959
Mycoplasma maculosum	2.372785824	0.018688999	0.062250182	4.528801241	1.18E-05	0.000703447	2.942049315	0.004320424	0.279219983	0.508533012	0.612708332	0.93863077	2.543431486	0.013568923	0.395790373	2.046149505	0.049032293	0.999967035	3.345509899	0.001355364	0.007963125	4.402592402	3.83E-05	0.00231096	2.091229571	0.042451392	0.84843959
Mycoplasma meleagridis	2.592359468	0.010277923	0.041911003	3.101263049	0.002261299	0.015440174	1.041890951	0.300765284	0.764359145	1.057486	0.293193228	0.854248311	1.377428055	0.172892731	0.739636943	0.428041459	0.671488145	0.999967035	2.632749846	0.010515594	0.026614605	3.055922708	0.003263458	0.015682232	1.069642279	0.290748139	0.850407114
Mycoplasma mobile	1.02282504	0.307739699	0.434336528	1.331234085	0.185115885	0.280576517	0.413934229	0.680088122	0.906589276	0.715002898	0.476610954	0.901021661	0.873891454	0.385665438	0.858785459	0.353893034	0.725740253	0.999967035	1.064599576	0.290439487	0.338419847	1.286118173	0.202561653	0.250855095	0.26513758	0.792170416	0.955181121
Mycoplasma mycoides	3.208162806	0.001585708	0.013052805	3.386555191	0.000906517	0.008854875	0.219234817	0.827054861	0.955155598	2.342989558	0.022466181	0.510970634	1.823194169	0.073613392	0.621569132	-0.653197288	0.518295141	0.999967035	1.955581801	0.055066901	0.086849473	2.546054693	0.013228476	0.034978055	0.910261047	0.367759323	0.854019841
Mycoplasma nasistruthionis	3.322355659	0.001083707	0.010511765	3.83345838	0.000185546	0.003541824	0.662849324	0.509432435	0.839438326	1.906387823	0.060309767	0.682795151	2.11977838	0.03889061	0.536362305	0.473730214	0.638908549	0.999967035	2.379063708	0.020096771	0.041338954	2.765826338	0.007445686	0.025035163	0.460823899	0.647247272	0.918550449
Mycoplasma neurolyticum	1.166311312	0.245027863	0.367574862	1.563051276	0.12022123	0.204339326	0.593737374	0.554450886	0.858436002	0.922238939	0.35988174	0.875514431	0.599930646	0.551094191	0.890579222	-0.251010605	0.803410752	0.999967035	0.82560294	0.412211473	0.458273042	1.46634204	0.147174221	0.194251798	0.946438898	0.349213224	0.853998896
Mycoplasma orale	0.629554727	0.529749853	0.643456981	2.696706143	0.007755749	0.033650627	2.235226423	0.028339236	0.562772463	-1.40887198	0.162867604	0.794843766	1.115865616	0.26923423	0.800664913	2.004844179	0.053501392	0.999967035	2.728689216	0.008296345	0.02282727	3.447848126	0.001005135	0.008756334	1.203399758	0.235405278	0.850407114
Mycoplasma ovipneumoniae	2.206788622	0.028604757	0.083021013	2.616852887	0.009762	0.039174872	0.859463005	0.392788021	0.78852115	-0.387293207	0.699670511	0.94960944	-0.159934685	0.873430205	0.971293533	0.516803618	0.608846905	0.999967035	3.593672244	0.00058607	0.00539157	3.931732346	0.000196294	0.004055762	0.68105993	0.499485021	0.873102997
Mycoplasma penetrans	1.359150448	0.175746284	0.288225981	2.097728127	0.037488614	0.092154674	0.812260653	0.419179068	0.799354971	0.763087624	0.447880947	0.891910535	0.696130043	0.4889675	0.878726968	-0.296020317	0.769127166	0.999967035	1.219126221	0.227650339	0.274523885	2.035289824	0.046237415	0.081131137	1.345536757	0.185504595	0.84843959
Mycoplasma phocidae	1.43217005	0.15380995	0.260791855	1.364478436	0.174564315	0.269134109	0.254711633	0.799633794	0.947429206	0.617654576	0.538772501	0.922394439	0.724943398	0.471481697	0.874320423	-0.009813844	0.99223074	0.999967035	1.713483737	0.091325109	0.12905796	1.539928848	0.128043582	0.174942534	0.313581856	0.755354803	0.947149157
Mycoplasma phocirhinis	2.892332218	0.004310213	0.024520125	3.735096834	0.000260491	0.004414051	1.139242384	0.258180143	0.741563712	0.45770604	0.648716247	0.941632966	2.070264117	0.042399511	0.552845604	1.030884756	0.310323896	0.999967035	3.503799768	0.000798565	0.006217163	3.342209826	0.001366194	0.010118048	0.591993149	0.556955231	0.899075719
Mycoplasma pneumoniae	0.376998156	0.70659812	0.786292846	0.405968809	0.685280341	0.750352272	0.148376601	0.882438546	0.972351842	-0.204579412	0.838366027	0.972403296	1.181962786	0.240410647	0.785851703	1.098921572	0.28000175	0.999967035	0.67508465	0.502223522	0.545613435	-0.070230307	0.94422187	0.950721948	-0.500083013	0.619566349	0.910095159
Mycoplasma pullorum	1.753754849	0.081273082	0.168104598	2.654875728	0.008840169	0.036820126	1.578056492	0.118706155	0.672129934	0.326276172	0.745327954	0.958238454	1.326723388	0.190695072	0.752757962	1.074205056	0.290764373	0.999967035	1.733982597	0.087242849	0.124427958	2.113581847	0.038218857	0.070641971	1.146057815	0.258109218	0.850407114
Mycoplasma pulmonis	0.306298931	0.759743796	0.827134	3.650713467	0.00035266	0.005263852	3.496061788	0.000791805	0.107337852	-0.615764336	0.54019551	0.922468922	3.10994034	0.002899131	0.251771395	2.70395202	0.010881479	0.765560287	0.691538282	0.491529409	0.535460693	1.932820609	0.058113996	0.095844982	2.221944602	0.031600036	0.84843959
Mycoplasma putrefaciens	2.134221704	0.0341193	0.093232582	2.920714555	0.003981149	0.02202384	0.987307489	0.326624809	0.768543086	1.476032943	0.14379279	0.7699214	2.256387769	0.026642273	0.475707309	0.378661633	0.707439897	0.999967035	1.395446013	0.167513427	0.212566124	1.888130908	0.063153962	0.10206738	0.960121105	0.342362203	0.853998896
Mycoplasma salivarium	0.450359289	0.652967679	0.7453675	3.112454473	0.002173195	0.015155103	3.302917174	0.001460431	0.153465796	-1.576878696	0.118341522	0.734087252	1.73375117	0.08716643	0.6398171	3.048387035	0.004589196	0.622115906	1.808158957	0.07579725	0.111479523	2.756467604	0.007869284	0.025780182	1.697232752	0.096880486	0.84843959
Mycoplasma sp. (ex Biomphalaria glabrata)	3.647908601	0.000347238	0.005154478	2.974447664	0.003401248	0.020165639	-0.775033688	0.440724534	0.805094581	2.629099212	0.010837306	0.418289915	1.649459225	0.104563276	0.657875121	-1.053317725	0.300084237	0.999967035	2.077657006	0.0420216	0.070753122	2.012356436	0.048676104	0.084332306	-0.143984811	0.886185161	0.977357986
Mycoplasma sp. NEAQ87857	-0.509046871	0.611371286	0.711623373	0.747122668	0.456325689	0.554979908	1.07172947	0.287233112	0.755465067	-1.184751397	0.240976423	0.840770218	0.081929909	0.935046122	0.986707109	0.899514399	0.375098164	0.999967035	1.005157397	0.318467805	0.367000634	1.448308735	0.151911622	0.198835089	0.62306559	0.536532271	0.887091622
Mycoplasma struthionis	1.238074879	0.217291053	0.337630324	2.216327515	0.028147819	0.075854141	1.295646823	0.199018594	0.712363533	0.060009178	0.952332682	0.992836288	1.275951622	0.207256287	0.772301183	0.99590514	0.326767817	0.999967035	2.134597733	0.036710804	0.063941914	2.410946577	0.018741594	0.042857043	0.832534084	0.409707727	0.860487754
Mycoplasma suis	1.052183092	0.294086088	0.420295829	1.781352796	0.076906986	0.149509979	0.749852171	0.455658756	0.815899281	0.924701333	0.35802315	0.874491668	0.861072794	0.392448815	0.86060292	-0.205639637	0.838375057	0.999967035	0.930002539	0.355698228	0.403463418	1.750646365	0.084300357	0.126701294	0.986724562	0.329297602	0.853998896
Mycoplasma synoviae	1.456525969	0.146910076	0.253921973	2.857041661	0.004833819	0.024579996	2.075576025	0.041316324	0.6138052	0.54995042	0.583807547	0.930791274	1.219490966	0.226576132	0.777152097	0.676998342	0.503272063	0.999967035	1.542118893	0.128389608	0.171329998	2.645369002	0.010246203	0.030469983	2.08103494	0.043421156	0.84843959
Mycoplasma yeatsii	1.488922259	0.138271342	0.244515469	2.557596007	0.011608382	0.043505991	1.576516442	0.119060543	0.672129934	-0.201982685	0.840458245	0.972977906	1.794187879	0.079183706	0.623541093	1.75402919	0.088999409	0.999967035	1.896312974	0.062166638	0.095263902	1.90753835	0.060751706	0.099194472	0.544708344	0.588768146	0.906711818
Myroides odoratimimus	0.319832802	0.749462758	0.8197602	0.732512985	0.46508065	0.562200223	1.048206025	0.297865756	0.761867404	-0.763483673	0.447242959	0.891766312	0.784742323	0.436064969	0.867522115	1.482891853	0.14788579	0.999967035	0.624838209	0.534162779	0.576758453	0.285110709	0.776400735	0.799265657	0.070374558	0.944221822	0.988446692
Myroides odoratus	1.00778452	0.314892985	0.442298511	1.214245671	0.226424702	0.328067908	1.208938593	0.230434151	0.730653319	-0.067133181	0.946654338	0.991053835	-0.12870178	0.897995616	0.977874565	0.097674152	0.922800277	0.999967035	0.757036122	0.451735713	0.497473171	1.062058407	0.292379631	0.342619859	1.588421477	0.11951789	0.84843959
Myroides phaeus	1.398143052	0.163821314	0.2733207	2.885428018	0.004494632	0.023522755	2.259646344	0.026708334	0.562291356	0.351132263	0.726534944	0.958209274	1.652443569	0.103852492	0.65741703	1.166329817	0.252100263	0.999967035	1.310177626	0.194152196	0.239959508	2.185743818	0.032136825	0.062300829	1.955029738	0.057099657	0.84843959
Myroides profundi	0.07725107	0.938506977	0.959393375	0.951263564	0.342941142	0.446908996	1.567252368	0.121210222	0.673717657	-1.171405054	0.244690357	0.845272704	0.565032474	0.573990293	0.897668391	2.387033838	0.023064369	0.872052816	0.657971223	0.512800177	0.556017048	0.646365231	0.520199467	0.561411386	0.287045062	0.775456533	0.951153079
Myroides sp. CJ210	1.256429747	0.210539629	0.329999791	0.859198911	0.391493165	0.49374155	0.253983942	0.800193851	0.947429206	-1.015958695	0.313008085	0.858137965	-0.951574253	0.344625647	0.835525809	0.33926955	0.736623211	0.999967035	2.749170197	0.007739868	0.021803439	2.131999641	0.036668737	0.068420006	0.051146939	0.959445295	0.991189024
Myxococcus hansupus	1.088052745	0.278096029	0.403671384	1.596955867	0.112505894	0.194921371	-0.06042339	0.951977041	0.985886117	-0.897272278	0.372707836	0.876206662	0.0743588	0.941011927	0.988332498	0.623731998	0.537224789	0.999967035	2.885230768	0.005017342	0.016532836	2.910176303	0.004803314	0.019760782	-0.500025588	0.619606446	0.910095159
Myxococcus stipitatus	2.820656805	0.005517425	0.0286062	2.292798597	0.02354446	0.067153333	-1.420059014	0.159679776	0.695015529	0.906864913	0.368707105	0.876206662	0.904131918	0.370832716	0.846894788	-0.460746648	0.648096487	0.999967035	2.911896259	0.004632811	0.015719881	2.373297886	0.020302133	0.045384821	-1.376941493	0.17565711	0.84843959
Myxococcus xanthus	2.023391046	0.044619185	0.111257706	1.508807135	0.133582808	0.220443363	-1.074705139	0.285906948	0.755384758	-0.027973427	0.977752609	0.995492277	0.22186911	0.825172647	0.966760028	0.029041192	0.977012107	0.999967035	3.372110354	0.001145862	0.007311941	2.650680186	0.009958736	0.029886962	-1.18383458	0.242981708	0.850407114
Nakamurella multipartita	1.699554622	0.091245689	0.182491378	0.516826993	0.606221545	0.683411427	-1.800656747	0.075724379	0.658275276	0.071909842	0.942916392	0.99102174	-0.021128219	0.983238758	0.996146529	-0.702136521	0.487670134	0.999967035	2.380688578	0.019599073	0.040691688	1.089800946	0.279511587	0.329485769	-1.667317011	0.102719543	0.84843959
Nakamurella panacisegetis	0.79324279	0.428784678	0.549247578	0.096100905	0.923581735	0.94041172	-1.208743622	0.230508631	0.730653319	-1.358131072	0.178754345	0.80487879	-0.794458612	0.430897531	0.867522115	-0.125855594	0.900633651	0.999967035	2.621641565	0.01045985	0.026521828	1.706422362	0.092299594	0.135463729	-1.424287237	0.161580504	0.84843959
Nakamurella sp. s14-144	3.555516456	0.000486053	0.006493756	2.528650097	0.012463717	0.045544601	-1.752263146	0.083761929	0.658891444	0.5541008	0.581242704	0.929373764	0.982520619	0.32997662	0.828248173	0.158132869	0.875345798	0.999967035	4.617835458	1.51E-05	0.001790849	3.171851826	0.002248295	0.013043866	-2.24631836	0.029873812	0.84843959
Natranaerobius thermophilus	1.724209673	0.086378287	0.175457533	2.637855547	0.009168274	0.037551414	1.06863843	0.288615169	0.75556609	-0.204971442	0.838157076	0.972403296	0.870088042	0.387470175	0.859766066	0.872585748	0.389389594	0.999967035	2.808058204	0.006416849	0.019184963	3.176966377	0.002246844	0.013043866	0.655860479	0.51540807	0.878930306
Natrialba magadii	-0.202117227	0.840053606	0.887477274	0.826757526	0.409622649	0.51138425	0.791624915	0.431043218	0.802657279	-1.697065914	0.094230723	0.705717369	-0.061232191	0.951344658	0.989071008	1.22038489	0.231236212	0.999967035	1.736273944	0.086572178	0.123820938	1.649898672	0.103322215	0.147322953	0.166575951	0.868484554	0.975159021
Natrinema pallidum	1.47918353	0.14087927	0.24709243	1.917996197	0.056992941	0.12178653	0.716678844	0.475768961	0.822869969	0.053132345	0.957776222	0.993340288	0.999112345	0.322120406	0.82428417	0.810726221	0.423511783	0.999967035	1.910694308	0.05984855	0.092469711	1.822789855	0.072698557	0.113531491	0.308409415	0.759260009	0.948375728
Natrinema pellirubrum	0.832980245	0.405921552	0.527992507	0.323269271	0.746894271	0.799312375	-0.798702554	0.426951841	0.800066869	0.005499493	0.995626553	0.999440343	-0.644477788	0.521288681	0.884816851	-1.240217219	0.223912292	0.999967035	1.620551566	0.109475238	0.150126665	1.429707017	0.157329841	0.204308237	-0.106921583	0.915348494	0.982333834
Natrinema sp. J7-2	2.283101644	0.023635951	0.073267494	1.97843412	0.049706003	0.110861141	-0.685450299	0.495145326	0.834338896	-0.087129383	0.930797579	0.987096536	0.21722667	0.828860679	0.967484847	-0.11004681	0.91305952	0.999967035	3.228661966	0.00182051	0.009415852	2.904024854	0.004961009	0.020040343	-0.745853118	0.45981426	0.866663064
Natrinema versiforme	1.554601183	0.121897358	0.224488243	-0.8892186	0.375558312	0.4777645	-2.619993929	0.010612504	0.430542324	0.207608788	0.836130472	0.972403296	-0.216679004	0.829346699	0.967484847	-0.601617987	0.551667247	0.999967035	1.555390302	0.123936343	0.166466456	-0.88645351	0.378335898	0.425580028	-2.753624907	0.008601419	0.746209001
Natronobacterium gregoryi	3.253781925	0.001369542	0.011984296	4.05218406	8.17E-05	0.002187146	1.179935029	0.241706221	0.733880474	0.664293987	0.508740522	0.910099241	0.773883953	0.442420627	0.869417869	0.023322588	0.981537784	0.999967035	4.293104306	4.89E-05	0.002193131	5.571542741	4.30E-07	0.000393133	1.64471824	0.107320054	0.84843959
Natronococcus occultus	4.175523612	4.64E-05	0.001482789	2.688784192	0.007953079	0.034186553	-2.590576072	0.011481225	0.447224633	2.107179538	0.03861535	0.594526628	0.639522915	0.525351684	0.884816851	-1.688995063	0.100943098	0.999967035	3.164676148	0.002343163	0.010639952	2.596827192	0.012024477	0.03326963	-1.944538765	0.058390266	0.84843959
Natronolimnobius aegyptiacus	0.713258349	0.476654978	0.593868722	2.04478256	0.042664218	0.099927402	1.474185218	0.144562073	0.686731624	-1.68950913	0.09490865	0.705717369	0.688632054	0.494110374	0.878726968	2.472204633	0.018932012	0.829224973	1.821096594	0.072427803	0.107404944	2.108532248	0.038640721	0.071279499	0.243896261	0.808471113	0.960998501
Natronolimnobius sp. XQ-INN 246	-0.455651617	0.649246893	0.741912624	0.131387538	0.895641002	0.918784181	0.095985679	0.923784599	0.981027221	-2.371494304	0.020315828	0.500234324	-1.479401736	0.143336609	0.705013163	0.82372195	0.416194804	0.999967035	1.425388757	0.157896408	0.20239581	1.679028197	0.097565871	0.140842816	-0.384107676	0.702791581	0.93178368
Natronolimnobius sulfurireducens	2.917587301	0.00397249	0.023251684	2.792884114	0.005845738	0.028179193	-0.511805241	0.610271298	0.880552408	1.054546102	0.294660067	0.854248311	0.96336858	0.338987021	0.831353319	-0.234947023	0.815746828	0.999967035	3.433538167	0.000955239	0.00672905	3.477605513	0.000890878	0.008435266	-0.455056018	0.651358274	0.921380555
Natronomonas moolapensis	1.421541871	0.156893065	0.264496325	1.761027595	0.08029687	0.153840056	-0.307432197	0.759355304	0.93349233	-1.160845009	0.249312917	0.847711901	-0.164296666	0.87007538	0.970086051	0.789536503	0.435609999	0.999967035	3.688868406	0.00040951	0.004445423	3.438690264	0.000975949	0.008690477	-0.888333763	0.379303661	0.854975985
Natronomonas pharaonis	1.932305521	0.054871057	0.127072224	1.583212161	0.115727242	0.199013617	-0.307718324	0.759138398	0.93349233	-0.34528333	0.730792539	0.958209274	0.666610767	0.508352469	0.881851814	0.901096626	0.374269138	0.999967035	2.639304285	0.010357175	0.026345619	1.771415514	0.080860404	0.12299456	-1.083763579	0.284509194	0.850407114
Natronorubrum aibiense	2.33955273	0.020426026	0.066081405	2.021192647	0.044887079	0.103562634	-0.586084538	0.55955532	0.859212784	-0.048607183	0.961354381	0.993403727	0.289740316	0.772957049	0.954343669	0.092200084	0.927113871	0.999967035	2.912006581	0.004750832	0.015946771	2.485667656	0.015685125	0.038883999	-0.72048744	0.475123637	0.870787561
Natronorubrum bangense	1.630622491	0.104712972	0.20089565	1.538585486	0.125963089	0.211511434	0.351398508	0.726261744	0.924543713	0.613345674	0.541468633	0.92320401	1.010821646	0.316085001	0.820029362	0.334992597	0.739816772	0.999967035	0.852358732	0.396945638	0.443722666	0.564391948	0.574353956	0.611426793	0.181799269	0.856594575	0.971399832
Naumovozyma castellii	1.65255333	0.100163206	0.195090166	1.545084788	0.124271069	0.20936605	-0.623600866	0.534756918	0.850652246	0.313031095	0.755102483	0.959363476	0.874109938	0.385577159	0.858785459	0.133483785	0.894646725	0.999967035	2.117549872	0.03746832	0.064836583	1.672777724	0.099196463	0.142795633	-0.845740362	0.402379452	0.859063901
